"goingout","gender","age","country","state","X100grandbar","maryjanes","blackjacks","bonkers","bottlecaps","butterfinger","cadburycremeeggs","candycorn","caramellos","chickosticks","chiclets","coffeecrisp","dots","googooclusters","goodplenty","gummybears","heathbar","hersheysdarkchocolate","hersheysmilkchocolate","hersheyskisses","jollyranchers","almondjoy","juniormints","kinderhappyhippo","kitkat","laffytaffy","lemonhead","redlicorice","blacklicorice","lindttruffle","lollipops","mars","maynards","mikeike","milkduds","milkyway","mms","peanutbuttermms","hersheysmintkisses","mrgoodbar","neccowafers","nerds","crunchbar","nowlater","peeps","pixiesticks","reesespeanutbuttercup","reesespieces","reggiejacksonbar","rolos","skittles","americansmarties","europeansmarties","snickers","sourpatchkids","starburst","sweettarts","swedishfish","sweetumsafriendtodiabetes","take5","tictacs","X3musketeers","tolberone","trailmix","twix","yorkpeppermintpatties"
"No","Male",69,"USA","WI","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY"
"No","Male",50,"USA","MD","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY"
"Yes","Male",44,"USA","LA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY"
"No","Male",42,"USA","CO","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH"
"No","Female",37,"USA","DC","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","JOY"
"No","Male",47,"USA","PA","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"Yes","Female",50,"USA","TX","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY"
"No","Male",67,"USA","CO","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY"
"No","Female",33,"USA","NE","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR"
"","Male",30,"CANADA","ON","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY"
"Yes","Male",25,"USA","UT","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",53,"USA","MN","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR"
"No","Female",50,"USA","WI","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","JOY"
"Yes","Male",53,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",62,"USA","NC","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",48,"USA","NY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY"
"Yes","Female",37,"USA","MI","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY"
"No","Male",54,"USA","CA","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH"
"No","Female",51,"USA","MN","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR"
"No","Male",70,"USA","TN","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",67,"USA","NM","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY"
"No","Male",46,"USA","ME","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH"
"No","Male",48,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",37,"USA","WA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY"
"Yes","Male",47,"USA","VA","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","MEH"
"No","Male",38,"USA","IL","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH"
"No","Male",37,"USA","OR","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH"
"No","Female",43,"USA","IL","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR"
"No","Male",51,"USA","IL","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY"
"No","Female",54,"USA","OR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH"
"Yes","Male",38,"USA","NH","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR"
"No","Male",38,"USA","WA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR"
"No","Male",53,"USA","GA","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Male",45,"USA","IL","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",35,"USA","WA","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH"
"No","Male",28,"USA","MI","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Female",24,"USA","WA","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH"
"No","OptOut",50,"USA","NE","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY"
"No","Female",61,"USA","OH","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH"
"No","Male",38,"USA","OK","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH"
"No","Female",33,"USA","PA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY"
