,going out,gender,age,country,state,100 grand bar,mary janes,black jacks,bonkers,bottle caps,butterfinger,cadbury creme eggs,candy corn,caramellos,chick-o-sticks,chiclets,coffee crisp,dots,goo goo clusters,good & plenty,gummy bears,heath bar,hershey's dark chocolate,hershey's milk chocolate,hershey's kisses,jolly ranchers,almond joy,junior mints,kinder happy hippo,kit kat,laffy taffy,lemonhead,red licorice,black licorice,lindt truffle,lollipops,mars,maynards,mike & ike,milk duds,milky way,m&m's,peanut butter m&m's,hershey's mint kisses,mr good bar,necco wafers,nerds,crunch bar,now & later,peeps,pixie sticks,reese's peanut butter cup,reese's pieces,reggie jackson bar,rolos,skittles,american smarties,european smarties,snickers,sour patch kids,starburst,sweet tarts,swedish fish,sweetums (a friend to diabetes),take 5,tic tacs,3 musketeers,tolberone,trail mix,twix,york peppermint patties
40,No,Male,50,USA,MD,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY
41,Yes,Male,44,USA,LA,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY
42,No,Male,42,USA,CO,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH
43,No,Female,37,USA,DC,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY
44,No,Male,47,USA,PA,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY
45,Yes,Female,50,USA,TX,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY
46,No,Male,67,USA,CO,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY
47,No,Female,33,USA,NE,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR
48,,Male,30,CANADA,ON,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY
49,Yes,Male,25,USA,UT,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY
50,No,Male,53,USA,MN,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR
51,No,Female,50,USA,WI,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY
52,Yes,Male,53,USA,CALIFORNIA,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY
53,No,Female,62,USA,NC,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY
54,No,Male,48,USA,NY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY
55,Yes,Female,37,USA,MI,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY
56,No,Male,54,USA,CA,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH
57,No,Female,51,USA,MN,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR
58,No,Male,70,USA,TN,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY
59,No,Male,67,USA,NM,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY
60,No,Male,46,USA,ME,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH
61,No,Male,48,USA,CALIFORNIA,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY
62,No,Female,37,USA,WA,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY
63,Yes,Male,47,USA,VA,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,MEH
64,No,Male,38,USA,IL,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH
65,No,Male,37,USA,OR,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH
66,No,Female,43,USA,IL,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR
67,No,Male,51,USA,IL,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY
68,No,Female,54,USA,OR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH
69,Yes,Male,38,USA,NH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR
70,No,Male,38,USA,WA,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR
71,No,Male,53,USA,GA,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY
72,No,Male,45,USA,IL,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY
73,No,Female,35,USA,WA,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH
74,No,Male,28,USA,MI,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY
75,No,Female,24,USA,WA,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH
76,No,OptOut,50,USA,NE,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY
77,No,Female,61,USA,OH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH
78,No,Male,38,USA,OK,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH
79,No,Female,33,USA,PA,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY
80,No,Male,37,USA,MD,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY
